"Marca temporal","¿En qué región vives actualmente?","¿Qué edad tienes?","¿Cuál es tu sexo?","¿Cuál es tu grado de instrucción?","¿Cuántos años de experiencia tienes en Desarrollo Web?","¿Cuál es tu situación laboral actual como desarrollador web? ","¿Estás en planilla?","¿Emites recibos por honorarios u otro comprobante de pago?","¿Estás en planilla?","¿Emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual ¿Tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual bruto (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual con tu sueldo bruto hace doce meses, dirías que:","Tu función principal en el desarrollo web es:","¿Qué sistema operativo usas principalmente como entorno de desarrollo?","¿Qué herramientas para desarrolladores (developer tools) de tu navegador utilizas?","¿Cuantos años de experiencia tienes con...? [.NET]","¿Cuantos años de experiencia tienes con...? [Go]","¿Cuantos años de experiencia tienes con...? [Java]","¿Cuantos años de experiencia tienes con...? [Node.js]","¿Cuantos años de experiencia tienes con...? [PHP]","¿Cuantos años de experiencia tienes con...? [Python]","¿Cuantos años de experiencia tienes con...? [Ruby]","¿Cuantos años de experiencia tienes con...? [Rust]","¿Qué frameworks backend cononces?","¿Qué frameworks backend utilizas?","¿Qué frameworks de JavaScript conoces?","¿Qué frameworks de JavaScript utilizas?","¿Con qué pre/post procesadores has trabajado?","¿Con qué herramientas de automatizacion has trabajado?","¿Con qué bases de datos relacionales has trabajado?","¿Con qué bases de datos no relacionales has trabajado?","¿Con qué plataformas Cloud has trabajado?","¿A través de qué medios aprendes sobre desarrollo web?","¿Para qué sistemas operativos móviles has desarrollado aplicaciones?","Si desarrollas webapps móviles ¿Qué frameworks has utilizado para su desarrollo?"
"2019/02/07 11:58:35 p. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","De 3501 a 4500 soles","Ha aumentado","Backend","Microsoft Windows","Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode","De 4 a 6 años","No conozco","De 1 a 3 años","Menos de 1 año","Más de 6 años","Menos de 1 año","No conozco","Menos de 1 año","Laravel (PHP);CodeIgniter (PHP);Django (Python);Symfony (PHP);Play Framework (Java);Cuba (Ruby)","Laravel (PHP);CodeIgniter (PHP);Symfony (PHP)","jQuery UI;D3.js","jQuery UI;D3.js","Stylus","","MySQL;Microsoft SQL Server","CouchDB","Google Cloud Platform;Microsoft Azure","Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups","Android","Ionic Framework;Apache Cordova"
"2019/02/08 9:37:53 a. m. GMT-5","Callao","24 - 30 años","Hombre","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente","","","No","","Sí","De 2501 a 3500 soles","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Inspector de almacenamiento / Resources / Storage","No conozco","No conozco","De 4 a 6 años","Menos de 1 año","No conozco","De 1 a 3 años","No conozco","No conozco","Django (Python);Spring Boot (Java);Express (Node.js);Spring Framework","Spring Boot (Java);Express (Node.js);Spring Framework","jQuery;AngularJS;Backbone.js;React;Vue.js","jQuery;AngularJS;Backbone.js","","WebPack","MySQL;PostgreSQL;Oracle Database","","Google Cloud Platform","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android",""
"2019/02/08 9:43:16 p. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 2501 a 3500 soles","Ha aumentado","Backend","Mac","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance","No conozco","No conozco","No conozco","Menos de 1 año","De 4 a 6 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Symfony (PHP);Express (Node.js)","Laravel (PHP);Symfony (PHP)","jQuery;jQuery UI;AngularJS;Vue.js","jQuery;jQuery UI","Stylus;Pug","Grunt;Gulp","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Seminarios Web / Webinars","Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework"
"2019/02/09 9:43:58 a. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","De 2501 a 3500 soles","Es igual","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Rendimiento / Timeline / Performance","No conozco","No conozco","De 1 a 3 años","De 1 a 3 años","De 4 a 6 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","Laravel (PHP);CodeIgniter (PHP);Django (Python);Spring Boot (Java)","Laravel (PHP);CodeIgniter (PHP);Django (Python);Spring Boot (Java)","jQuery;jQuery UI;AngularJS;Backbone.js;Vue.js","jQuery;jQuery UI;AngularJS;Backbone.js;Vue.js","SASS;LESS;Stylus","Grunt;Gulp;WebPack","MySQL;María DB","MongoDB","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En la universidad o instituto;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android","Ionic Framework;Apache Cordova"
"2019/02/09 12:15:22 p. m. GMT-5","Lima","24 - 30 años","Hombre","Escolar","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 5501 a más","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage","No conozco","Menos de 1 año","No conozco","De 4 a 6 años","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Express (Node.js);Hapi (Node.js)","Express (Node.js);Hapi (Node.js)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;D3.js;Dojo;Zepto.js;Vue.js;Sencha;Kendo","","SASS;LESS;Stylus;Pug;PostCSS","Grunt;Gulp;WebPack","MySQL;PostgreSQL","MongoDB;Redis;CouchDB","Amazon Web Services;Google Cloud Platform","Documentación en la web;Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups","Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework"
"2019/02/09 11:12:39 p. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 4 a 6 años","Trabajo como independiente","","","","No","Sí","De 2501 a 3500 soles","Es igual","Backend","Microsoft Windows","Consola;Editor de estilos / Sources / Resources","Menos de 1 año","No conozco","Menos de 1 año","No conozco","De 4 a 6 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Zend Framework","Laravel (PHP)","jQuery;jQuery UI","jQuery;jQuery UI","LESS","","MySQL;Microsoft SQL Server;PostgreSQL","","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);En la universidad o instituto","Android",""
"2019/02/10 11:23:19 p. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","Menos de 1 año","No trabajo actualmente","","","","","","","Es igual","Fullstack","Microsoft Windows","Editor de estilos / Sources / Resources","De 1 a 3 años","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails","Laravel (PHP)","jQuery;AngularJS","jQuery","SASS","Grunt","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","Amazon Web Services;Google Cloud Platform;Microsoft Azure","Documentación en la web;Cursos en línea de plataformas de pago","Android","Apache Cordova"
"2019/02/11 1:01:34 a. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de instituto","De 6 a 10 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","De 1501 a 2500 soles","Es igual","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","Más de 6 años","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Express (Node.js);Hapi (Node.js)","Laravel (PHP);Django (Python);Ruby on Rails;Express (Node.js)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;Dojo;Vue.js;Sencha","jQuery UI;AngularJS","Stylus","Grunt;Gulp","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB;Redis","Amazon Web Services;Una nube privada (implementación a medida);Google Cloud Platform","Documentación en la web","Android;Webapps móviles (híbridas para cualquier plataforma);iOS","Ionic Framework;Apache Cordova;Phonegap;Progressive Web Apps"
"2019/02/11 6:41:13 a. m. GMT-5","Lima","31 - 40 años","Hombre","Estudiante de universidad","De 6 a 10 años","Trabajo como dependiente","","","Sí","","No","De 1501 a 2500 soles","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Accesibilidad","Menos de 1 año","Menos de 1 año","Menos de 1 año","De 1 a 3 años","De 4 a 6 años","De 1 a 3 años","Menos de 1 año","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Zend Framework;Symfony (PHP);Spring Boot (Java);Flask (Python);Express (Node.js)","Laravel (PHP);Django (Python)","jQuery;jQuery UI;AngularJS;React;Vue.js;Sencha","jQuery;AngularJS;React;Vue.js","SASS","Gulp","MySQL;Microsoft SQL Server;Oracle Database","MongoDB;Redis;Apache Cassandra;CouchDB","Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Libros, revistas y otras publicaciones impresas;Seminarios Web / Webinars","Android","Ionic Framework"
"2019/02/11 5:15:27 p. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","Mayor a 10 años","Trabajo como dependiente","","","Sí","","No","De 5501 a más","Es igual","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger","De 1 a 3 años","No conozco","Más de 6 años","Menos de 1 año","De 1 a 3 años","Más de 6 años","Menos de 1 año","No conozco","Django (Python);Ruby on Rails;Spring Boot (Java);Flask (Python);Webpy (Python);Express (Node.js)","Django (Python);Flask (Python)","jQuery;jQuery UI;AngularJS;React;Dojo;Vue.js","jQuery;React;Vue.js","","WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB;Redis","Amazon Web Services;Una nube privada (implementación a medida);Microsoft Azure;IBM Cloud","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Seminarios Web / Webinars","iOS","Ionic Framework;Phonegap;React Native"
"2019/02/11 11:50:14 p. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de instituto","De 1 a 3 años","Trabajo como dependiente","","","No","","Sí","Menos de 1500 soles","Es igual","Frontend","Microsoft Windows","Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP)","Laravel (PHP)","jQuery;AngularJS;Vue.js","jQuery;AngularJS;Vue.js","SASS;Stylus","Grunt","MySQL;Microsoft SQL Server","MongoDB","Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago","",""
"2019/02/12 9:57:50 a. m. GMT-5","Lima","24 - 30 años","Hombre","Maestría","De 4 a 6 años","Trabajo como dependiente e independiente","Sí","Sí","","","No","De 5501 a más","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory","De 4 a 6 años","Menos de 1 año","De 1 a 3 años","De 4 a 6 años","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Play Framework (Java);Spring Boot (Java);Express (Node.js);Asp mvc","Play Framework (Java);Spring Boot (Java);Express (Node.js)","jQuery;jQuery UI;AngularJS;React;D3.js;Vue.js;Sencha;Angular 2+","jQuery;AngularJS;D3.js;Vue.js;Angular 7","SASS;LESS","WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB;Redis;CouchDB;DynamoDb, CosmosDb, neo4j","Amazon Web Services;Google Cloud Platform;Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo;Seminarios Web / Webinars","Android","Ionic Framework;Apache Cordova;Phonegap"
"2019/02/12 11:14:20 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","Mayor a 10 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","De 5501 a más","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory","Más de 6 años","No conozco","Menos de 1 año","De 1 a 3 años","No conozco","No conozco","No conozco","No conozco","ASP.NET","ASP. NET","jQuery;jQuery UI;AngularJS;React","jQuery;jQuery UI;Angular","SASS;LESS","Gulp;WebPack","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB;Redis","Amazon Web Services;Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","",""
"2019/02/13 9:22:30 p. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como independiente","","","","Sí","Sí","De 5501 a más","Ha aumentado","Backend","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage","De 1 a 3 años","No conozco","Menos de 1 año","De 1 a 3 años","De 4 a 6 años","De 1 a 3 años","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Zend Framework;Symfony (PHP);Flask (Python);Express (Node.js)","Laravel (PHP);Django (Python);Zend Framework;Flask (Python)","jQuery;jQuery UI;Vue.js;Sencha","jQuery;Vue.js","SASS;Pug","Gulp","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB","Amazon Web Services;Microsoft Azure","Documentación en la web;Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Seminarios Web / Webinars","Android;Webapps móviles (híbridas para cualquier plataforma)","Phonegap;Progressive Web Apps"
"2019/02/15 11:26:49 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","De 5501 a más","Es igual","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory;Editor de sombreadores;Canvas;Borrador","Menos de 1 año","No conozco","Más de 6 años","Menos de 1 año","De 4 a 6 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Spring Boot (Java)","Laravel (PHP);CodeIgniter (PHP);Spring Boot (Java)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;Sencha;Kendo","jQuery;AngularJS;Backbone.js;React","","WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","Amazon Web Services;Google Cloud Platform;IBM Cloud","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Android;Webapps móviles (híbridas para cualquier plataforma)","Flutter"
"2019/02/15 12:14:51 p. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como independiente","","","","Sí","No","De 4501 a 5500 soles","Ha aumentado","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Accesibilidad","No conozco","No conozco","Menos de 1 año","Menos de 1 año","Más de 6 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Symfony (PHP)","Symfony (PHP)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;D3.js;Vue.js","jQuery","SASS;LESS","WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","Redis;CouchDB","Amazon Web Services;Google Cloud Platform;Microsoft Azure;IBM Cloud;Hetzner","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo;Seminarios Web / Webinars","Android","Ionic Framework;Apache Cordova"
"2019/02/15 4:27:52 p. m. GMT-5","Arequipa","24 - 30 años","Hombre","Estudiante de universidad","De 1 a 3 años","Trabajo como independiente","","","","No","Sí","Menos de 1500 soles","Es igual","Backend","GNU/Linux","Inspector / Elements / DOM Explorer;Rendimiento / Timeline / Performance;Inspector de memoria / Profiles / Memory;Accesibilidad","Menos de 1 año","Menos de 1 año","Menos de 1 año","De 1 a 3 años","De 4 a 6 años","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);Django (Python);Ruby on Rails","Laravel (PHP);Django (Python)","jQuery;AngularJS;Backbone.js;Sencha","jQuery;AngularJS","CoffeeScript","Brocoli","MySQL","MongoDB","Una nube privada (implementación a medida);Microsoft Azure","Documentación en la web;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo","Android","Ionic Framework"
"2019/02/17 5:37:44 p. m. GMT-5","Lima","41 - 50 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como independiente","","","","Sí","Sí","De 5501 a más","Ha aumentado","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Depurador de JavaScript / Debugger;Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","De 1 a 3 años","No conozco","De 4 a 6 años","De 1 a 3 años","No conozco","No conozco","Laravel (PHP);Django (Python);Ruby on Rails","Laravel (PHP);Django (Python);Ruby on Rails","React;Vue.js","Vue.js","SASS","","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB;Redis;Apache Cassandra;CouchDB","Amazon Web Services;Google Cloud Platform;Microsoft Azure;IBM Cloud;RackSpace, Alibaba Cloud","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Comunidades locales de desarrollo;Seminarios Web / Webinars","Webapps móviles (híbridas para cualquier plataforma)","Apache Cordova;Progressive Web Apps"
