#,"Región en la que vives actualmente","¿Cuántos años de experiencia tienes en Desarrollo Web?","Grado de instrucción",Edad,Género,"Situación laboral","Si eres trabajador dependiente, ¿estás en planilla?","Si eres trabajador independiente, ¿emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual, ¿tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual respecto de tu sueldo de hace doce meses atrás, dirías que:","¿Qué sistema operativo usas principalmente para desarrollo web?",Other,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory",.NET,Go,Java,"node.js / io.js",PHP,Python,Ruby,"Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)","Bottle (Python)","Django (Python)","Flask (Python)","webpy (Python)","Cuba (Ruby)","Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,D3.js,dojo,ember.js,jQuery,"jQuery UI",React,Zepto.js,Other,CoffeeScript,Jade,LESS,PostCSS,SASS,Stylus,Other,Broccoli,Grunt,Gulp,Other,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,Other,CouchDB,"Apache Cassandra",MongoDB,Redis,Other,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",Other,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",Other,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",Other,"Si desarrollas web/apps móviles ¿Qué frameworks has utilizado para desarrollar web/apps móviles?",Other,"Start Date (UTC)","Submit Date (UTC)","Network ID"
d24a0aad2b3a5fff1bedc1363ad46545,Cusco,"Uno a tres años","Graduado de instituto","31 - 40 años",Masculino,"Trabajo como dependiente",No,No,0,"Menos de 1500 nuevos soles","Es igual",Windows,,,,"Editor de estilos / Sources / Resources",,,,,,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","No conozco","Play Framework (Java)",,,,,,,,,,,,,,,,,jQuery,,,,,,,,,,Stylus,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,"Google Cloud Platform","Microsoft Azure",,,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas",,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,,,Cordova,,"2016-04-27 20:19:21","2016-04-27 20:39:02",07efb71073
12089cf6563dd3a44fa32e6ebf62a1b6,Lima,"Más de seis años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",No,Si,1,"De 1501 a 2500","Es igual",Mac,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,,"Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","No conozco","No conozco","Más de 6 años","No conozco","No conozco",,,,,,,,,,,,,,,,,,jQuery,"jQuery UI",,,,,,,,,,,,,,,,"MySQL (y derivados)",,,,,,,,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,,,"Webapps móviles (web móvil o app para Android/iOS)",,,,"2016-04-27 21:34:56","2016-04-27 21:39:25",e20f6427cf
f6e22bccab71e9038f6a43a9a2936139,Lima,"Más de seis años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 1501 a 2500","Es igual",Mac,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","No conozco","Menos de 1 año","Más de 6 años","Menos de 1 año","No conozco",,,"Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,SASS,Stylus,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,,,,,,,"2016-04-27 21:41:16","2016-04-27 21:47:17",9accccd5cd
8b20abe87ffda7adc6de3927eb9f1632,Lima,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"No trabajo actualmente",No,No,0,"Menos de 1500 nuevos soles","Ha disminuido",Windows,,,,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","No conozco","4 a 6 años","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Play Framework (Java)",,,,,,,,,,,,,,,,,jQuery,,,,,,Jade,,,,,,,,,,"Microsoft SQL Server",,,,,,,,Redis,,,"Google Cloud Platform",,,,,,,"Documentación en la web",,,,,,,Android,,,,Cordova,,"2016-04-27 22:04:51","2016-04-27 22:12:06",7e4ac6e280
09e04b88ebd91cf1a78e018cd2ac7f9d,Junín,"Cuatro a seis años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,1,"De 1501 a 2500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","Menos de 1 año","Menos de 1 año","1 a 3 años","4 a 6 años","1 a 3 años","Menos de 1 año",,,,,,,"Django (Python)",,,,,,AngularJS,backbone.js,,,ember.js,jQuery,"jQuery UI",,,,,,LESS,,,Stylus,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,"Apache Cassandra",MongoDB,,,"Amazon Web Services",,,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,"Comunidades locales de desarrolladores",,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-27 17:08:39","2016-04-27 22:23:03",52398e2270
78b723d75fd972d3c68712a49ebbec7a,Lima,"Más de seis años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como dependiente",No,Si,1,"De 1501 a 2500","Ha aumentado",Windows,,,,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","Menos de 1 año","No conozco","Más de 6 años","No conozco","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,,,,,,jQuery,"jQuery UI",,,,,,LESS,,,,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto",,,"Documentación en la web",,,,,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-27 22:53:52","2016-04-27 23:02:46",0d5f82109d
b5a6d7c3b54b1530c75a48fad0604e5c,Junín,"Menos de un año",Escolar,"17 - 23 años",Masculino,"No trabajo actualmente",No,No,1,"Menos de 1500 nuevos soles","Es igual",Windows,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","No conozco","No conozco","Menos de 1 año","Menos de 1 año","No conozco",,,,,,,"Django (Python)",,,,,,,,,,,jQuery,,,,,CoffeeScript,,,,,,,,Grunt,,,"Microsoft SQL Server",,,,,,"Apache Cassandra",,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,Android,,,,"Ionic Framework",,"2016-04-27 23:30:11","2016-04-27 23:34:30",8e979cbd44
aad172f2f2832d3be105327d98727729,Lima,"Uno a tres años","Estudiante en universidad","17 - 23 años",Masculino,"No trabajo actualmente",No,No,0,"Menos de 1500 nuevos soles","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,"Inspector de almacenamiento / Resources / Storage",,,"1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año","Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,"Django (Python)","Flask (Python)",,,"Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,,,,jQuery,"jQuery UI",React,,,CoffeeScript,Jade,LESS,,SASS,Stylus,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,Redis,,"Amazon Web Services","Google Cloud Platform",,,,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,"Comunidades locales de desarrolladores",,Android,,,,"Ionic Framework",,"2016-04-28 00:59:28","2016-04-28 01:05:41",e1efeb4d46
295227b6bfc6f124afc912403a70029d,Ancash,"Menos de un año","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",No,Si,0,"De 1501 a 2500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"No conozco","No conozco","Menos de 1 año","No conozco","Menos de 1 año","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,,,,,,jQuery,,,,,,,,,,Stylus,,Broccoli,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,Ninguno,"Amazon Web Services",,,,,,,,"Documentación en la web",,,,,"Comunidades locales de desarrolladores",,Android,,,,Cordova,,"2016-04-28 01:02:30","2016-04-28 01:09:11",9463b90f06
1a204407d997c1ab0582d1f9c689cb16,Huancavelica,"Más de seis años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como independiente",No,Si,1,"De 1501 a 2500","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","No conozco","Más de 6 años","1 a 3 años","Más de 6 años","1 a 3 años","1 a 3 años",,,"Laravel (PHP)",,"Zend Framework (PHP)",,"Django (Python)",,,,,,AngularJS,,,,,jQuery,,,,,,,,PostCSS,,,,,Grunt,,,,"MySQL (y derivados)",,,,,"Apache Cassandra",,,,,"Google Cloud Platform",,"Una nube privada (implementación a medida)",,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web",,,,,"Comunidades locales de desarrolladores",,Android,,,,"Ionic Framework",,"2016-04-28 01:31:38","2016-04-28 01:38:29",bcf1bddba2
7e05d153baba2d4a553d7ab0007be92f,Lima,"Menos de un año","Graduado de instituto","17 - 23 años",Masculino,"No trabajo actualmente",Si,No,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,,,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","No conozco","No conozco","Play Framework (Java)",,,,,,,,,,,,,,,,,jQuery,,,,,,Jade,,,,,,Broccoli,,,,"Microsoft SQL Server",,,,,,"Apache Cassandra",,,,"Amazon Web Services",,,,,"En la universidad o instituto",,,,,,,,,,Android,,,,"React Native",,"2016-04-28 01:40:15","2016-04-28 01:44:49",7136e209cb
1d7fc1ba9e0e26db6951050fef51706c,Lima,"Menos de un año","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente",,,1,"Menos de 1500 nuevos soles","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","No conozco","No conozco",,,,,,,,,,,,,,,,,,jQuery,,,,,,,,,,,"Xampp ",,,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,,,,,,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,,,,,,,,,,,,,"Android studio","2016-04-28 01:38:06","2016-04-28 01:46:18",152cdb26ab
e7e85c2a9016b50d76c86f86d6723442,Lima,"Menos de un año","Graduado de universidad","17 - 23 años",Masculino,"No trabajo actualmente",No,No,0,"Menos de 1500 nuevos soles","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,,,"No conozco","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","No conozco",,,"Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,,Stylus,,Broccoli,,,,,"MySQL (y derivados)",,,,,,MongoDB,,,,,"Microsoft Azure",,,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web",,"Cursos en línea, en plataformas de pago",,,,Android,,,,"React Native",,"2016-04-28 01:50:46","2016-04-28 01:54:11",e14a119c16
6413016148415b3d2e04ea6e027ba7a3,Lima,"Más de seis años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 3501 a 4500","Ha aumentado",Mac,,"Inspector / Elements / DOM Explorer",,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","Menos de 1 año","Menos de 1 año","Play Framework (Java)","CodeIgniter (PHP)",,"Symfony2 (PHP)","Zend Framework (PHP)","Bottle (Python)","Django (Python)",,,,"Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,,,,jQuery,"jQuery UI",React,,,,Jade,,PostCSS,,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,CouchDB,"Apache Cassandra",MongoDB,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,,,,,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,,,Phonegap,,"2016-04-26 19:34:50","2016-04-28 02:07:47",10c309d6a1
656da6b3f06b55a1b546081e74429a29,Lima,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente",Si,No,1,"De 1501 a 2500","Es igual",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,,,"No conozco","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)",,,,"Django (Python)",,,,,,AngularJS,backbone.js,,,,jQuery,,,,,,Jade,,,,Stylus,,,Grunt,Gulp,,,"MySQL (y derivados)","Oracle Database",PostgreSQL,,CouchDB,,,,,"Amazon Web Services",,,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,"Comunidades locales de desarrolladores",,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-28 02:07:11","2016-04-28 02:14:01",d6048b654e
ebed91d845a21abd67729726281620ea,Lima,"Uno a tres años","Graduado de universidad","17 - 23 años",Masculino,"Trabajo como dependiente",Si,No,1,"De 1501 a 2500","Es igual",Windows,,,,,"Depurador de JavaScript / Debugger",,,,,"No conozco","No conozco","1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","No conozco","Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,,,,,,jQuery,,,,,,,LESS,,SASS,,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,"Apache Cassandra",,Redis,,,,,"Una nube privada (implementación a medida)",,,,,,"Seminarios web",,,,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-28 02:20:24","2016-04-28 02:24:08",73e7779171
7776cfb5075d98ff0d110a22456453a9,Puno,"Uno a tres años","Estudiante en instituto","17 - 23 años",Masculino,"No trabajo actualmente",No,No,1,"Menos de 1500 nuevos soles","Es igual",Windows,,,Consola,,,,,,,"1 a 3 años","1 a 3 años","Menos de 1 año","Menos de 1 año","4 a 6 años","No conozco","No conozco",,"CodeIgniter (PHP)",,,,,,,,,,,,,,,,,"jQuery UI",,,,,,,,,Stylus,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,,,access,,,"Microsoft Azure",,,"En la universidad o instituto",,,"Documentación en la web",,,,,,,Android,,,,,eclipse,"2016-04-28 02:32:50","2016-04-28 02:51:28",666a557a94
f46d19d166f3c9d476f5e3fce77cb1af,Lima,"Menos de un año","Graduado de instituto","17 - 23 años",Masculino,"No trabajo actualmente",No,No,1,"Menos de 1500 nuevos soles","Es igual",Windows,,,,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,,,,,,jQuery,,,,,,,,,,,,,,,,,"MySQL (y derivados)",,,,,,,,,,,,,,"En la universidad o instituto",,,,,,,,,,Android,,,,Cordova,,"2016-04-28 02:49:27","2016-04-28 02:56:53",acfa4fb7eb
8423dd81bce8466b5f8c8aa36fada35a,Ancash,"Uno a tres años","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como dependiente e independiente",No,No,0,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,,,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","No conozco","1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)",,,,,,,,,,,AngularJS,,,,,,,,,,,,,PostCSS,,,,,Grunt,,,,"MySQL (y derivados)",,,,,,MongoDB,,,,,"Microsoft Azure",,,,,,,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,,,Phonegap,,"2016-04-28 03:04:10","2016-04-28 03:14:29",c43d561c2e
cc6b29b40d87d264aa45751c78cadc17,Lima,"Cuatro a seis años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,1,"De 1501 a 2500","Es igual",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","Menos de 1 año","No conozco","Más de 6 años","Menos de 1 año","1 a 3 años",,,,"Symfony2 (PHP)","Zend Framework (PHP)",,,,,,"Ruby on Rails",,AngularJS,,D3.js,,,jQuery,"jQuery UI",React,,,,,,,,,JSX,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,,,,,Heroku,"En la universidad o instituto",,"Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web",,,,,,Android,,,,"React Native",,"2016-04-28 04:11:49","2016-04-28 04:17:05",909b7ae024
fa463ccd60828082b06788d3438b4c98,Ancash,"Uno a tres años","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como dependiente e independiente",No,No,1,"Menos de 1500 nuevos soles","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","1 a 3 años","1 a 3 años","Menos de 1 año","1 a 3 años","No conozco",,,,,,,"Django (Python)",,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,LESS,,,,,,,Gulp,,,"MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-28 06:06:16","2016-04-28 06:10:16",857b3676df
bc01941ce3e9fd9cbc657434feecf748,Lima,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como independiente",No,Si,1,"De 1501 a 2500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",,,,"Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año",,,,,,,,,,"Cuba (Ruby)",,,AngularJS,,,,,,"jQuery UI",,,,,,,,,Stylus,,Broccoli,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,CouchDB,"Apache Cassandra",MongoDB,Redis,,,,,,,,,,"Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,,,,,,wordpress,"2016-04-28 06:32:36","2016-04-28 06:36:18",40d8df6a51
6240530eb87d1ddd27341bed536c8431,Ica,"Uno a tres años","Estudiante en instituto","17 - 23 años",Masculino,"Trabajo como independiente",No,No,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,,Consola,,,,,,,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","1 a 3 años","No conozco","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,"Zend Framework (PHP)",,,,,,,,,,,,,jQuery,"jQuery UI",,,,,,LESS,,,,,,,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,CouchDB,"Apache Cassandra",MongoDB,Redis,,,,,,,,,,"Documentación en la web",,,,,,,,,,,,,"2016-04-28 06:31:28","2016-04-28 06:38:42",05372f7fbf
327d3e0eaccdf477c5d0b65f600d2b29,"La Libertad","Uno a tres años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",No,Si,0,"De 1501 a 2500","Ha aumentado",Windows,,,Consola,,,,,,,"1 a 3 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)",,"Zend Framework (PHP)",,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",React,,,,,,PostCSS,,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,CouchDB,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,iOS,,,"Ionic Framework",,"2016-04-28 12:44:26","2016-04-28 12:50:22",591044fd1a
